CUE, TARGET, NORMED?, #G, #P, FSG, BSG, MSG, OSG, #M, MMIAS, #O, OMIAS, QSS, QFR, QCON, QH, QPS, QMC, QPR, QRSG, QUC, TSS, TFR, TCON, TH, TPS, TMC, TPR, TRSG, TUC
DANCER, NUDE, NO, 153, 6, .039, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 23, 31, 5.54, , N, 1.53, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DANCER, STAGE, YES, 153, 6, .039, 0.000, 0.0000, .0018, 1, 6, 3.0, 2, 23, 31, 5.54, , N, 1.53, .24, .032, 0, 19, 174, 5.59, N, N, 2.39, .44, .020, 1
DANCER, LEGS, YES, 153, 5, .033, 0.000, 0.0000, 0.0000, 0, 6, 0.0, 0, 23, 31, 5.54, , N, 1.53, .24, .032, 0, 13, 58, 6.04, , N, 1.18, .46, .311, 1
DANCER, CLUB, YES, 153, 4, .026, 0.000, 0.0000, .0014, 1, 6, 2.0, 1, 23, 31, 5.54, , N, 1.53, .24, .032, 0, 22, 145, 4.98, N, N, 1.14, .29, .020, 1
DANCER, EXOTIC, NO, 153, 4, .026, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 23, 31, 5.54, , N, 1.53, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DANCER, PERFORMER, NO, 153, 4, .026, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 23, 31, 5.54, , N, 1.53, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DANCER, PRANCER, NO, 153, 4, .026, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 23, 31, 5.54, , N, 1.53, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DANCER, SHOES, YES, 153, 4, .026, 0.000, 0.0000, 0.0000, 0, 6, 0.0, 0, 23, 31, 5.54, , N, 1.53, .24, .032, 0, 12, 44, 6.63, , N, 1.22, .44, .259, 0
DANCER, BAR, YES, 153, 3, .020, 0.000, 0.0000, .0005, 1, 6, 2.0, 1, 23, 31, 5.54, , N, 1.53, .24, .032, 0, 13, 82, 6.40, N, N, 2.23, .46, .013, 1
DANCER, ENTERTAINER, NO, 153, 3, .020, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 23, 31, 5.54, , N, 1.53, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DANCER, GRACEFUL, YES, 153, 3, .020, .073, .0050, .0392, 1, 6, 2.0, 1, 23, 31, 5.54, , N, 1.53, .24, .032, 0, 15, 10, 3.17, , AJ, 1.79, .36, .016, 1
DANCER, JAZZ, YES, 153, 3, .020, 0.000, .0040, .0262, 1, 6, 4.0, 3, 23, 31, 5.54, , N, 1.53, .24, .032, 0, 14, 99, ¥, , N, 2.46, .31, .007, 1
DANCER, BELLY, YES, 153, 2, .013, .041, 0.0000, 0.0000, 0, 6, 0.0, 0, 23, 31, 5.54, , N, 1.53, .24, .032, 0, 12, 23, 6.04, , N, .50, .50, .014, 1
DANCER, DANCE, YES, 153, 2, .013, 0.000, .1180, .0259, 9, 6, 2.0, 0, 23, 31, 5.54, , N, 1.53, .24, .032, 0, 19, 90, 4.98, , V, 1.47, .58, .055, 1
DANCER, FAME, YES, 153, 2, .013, 0.000, 0.0000, .0001, 0, 6, 1.0, 1, 23, 31, 5.54, , N, 1.53, .24, .032, 0, 13, 18, 2.21, , N, 1.75, .33, .023, 1
DANCER, ME, YES, 153, 2, .013, 0.000, 0.0000, 0.0000, 0, 6, 0.0, 0, 23, 31, 5.54, , N, 1.53, .24, .032, 0, 12, 1181, 5.00, , P, 1.09, .64, .402, 0
DANCER, PRETTY, YES, 153, 2, .013, 0.000, .0010, 0.0000, 1, 6, 0.0, 0, 23, 31, 5.54, , N, 1.53, .24, .032, 0, 11, 107, 2.90, , AJ, 2.82, .91, .200, 1
DANCER, SHOW, YES, 153, 2, .013, 0.000, .0020, .0010, 1, 6, 2.0, 1, 23, 31, 5.54, , N, 1.53, .24, .032, 0, 24, 287, 3.93, G, V, 1.52, .44, .046, 1
DANCER, STRIPPER, NO, 153, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 23, 31, 5.54, , N, 1.53, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DANCER, TINY, YES, 153, 2, .013, 0.000, 0.0000, 0.0000, 0, 6, 0.0, 0, 23, 31, 5.54, , N, 1.53, .24, .032, 0, 8, 50, ¥, , AJ, 3.20, .60, .061, 1
DANDELION, FLOWER, YES, 150, 98, .653, 0.000, .0300, .0079, 3, 1, 2.0, 0, 7, 1, 5.38, , N, 1.33, .17, .004, 1, 21, 23, 5.62, G, N, 1.62, .67, .265, 1
DANDELION, WEED, YES, 150, 13, .087, .047, 0.0000, .0464, 0, 1, 1.0, 1, 7, 1, 5.38, , N, 1.33, .17, .004, 1, 14, 1, 5.96, , N, 1.85, .31, .015, 1
DANDELION, YELLOW, YES, 150, 7, .047, 0.000, .0010, .0004, 1, 1, 1.0, 1, 7, 1, 5.38, , N, 1.33, .17, .004, 1, 20, 55, 5.18, N, N, 2.21, .58, .043, 1
DANDELION, ROSE, YES, 150, 4, .027, 0.000, .1630, .2370, 3, 1, 1.0, 0, 7, 1, 5.38, , N, 1.33, .17, .004, 1, 10, 86, 5.86, N, N, .78, .56, .138, 1
DANDELION, DAISY, YES, 150, 3, .020, 0.000, .0400, .4528, 1, 1, 3.0, 2, 7, 1, 5.38, , N, 1.33, .17, .004, 1, 8, 3, 6.09, , N, 1.25, .13, .042, 1
DANDELION, SUNFLOWER, NO, 150, 3, .020, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 7, 1, 5.38, , N, 1.33, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DANDELION, LION, YES, 150, 2, .013, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 7, 1, 5.38, , N, 1.33, .17, .004, 1, 15, 17, 6.14, , N, 1.75, .83, .151, 1
DANDRUFF, HAIR, YES, 153, 41, .268, 0.000, .0580, .0033, 5, 0, 3.0, 0, 13, 0, 5.42, , N, 1.62, .23, .041, 1, 19, 148, 5.70, , N, .72, .72, .184, 1
DANDRUFF, FLAKES, YES, 153, 35, .229, .132, 0.0000, .0064, 0, 0, 2.0, 2, 13, 0, 5.42, , N, 1.62, .23, .041, 1, 6, 4, ¥, , N, .67, .33, .106, 1
DANDRUFF, SHAMPOO, YES, 153, 15, .098, 0.000, .0600, .0772, 2, 0, 1.0, 0, 13, 0, 5.42, , N, 1.62, .23, .041, 1, 7, 2, ¥, , N, 1.83, .50, .192, 1
DANDRUFF, HEAD & SHOULDERS, YES, 153, 14, .092, .082, 0.0000, .0568, 0, 0, 2.0, 2, 13, 0, 5.42, , N, 1.62, .23, .041, 1, 9, 1, ¥, , N, 1.00, .14, .008, 0
DANDRUFF, WHITE, YES, 153, 11, .072, 0.000, .0040, .0004, 1, 0, 1.0, 0, 13, 0, 5.42, , N, 1.62, .23, .041, 1, 8, 365, 4.68, , N, .88, .88, .390, 1
DANDRUFF, SCALP, YES, 153, 8, .052, .065, 0.0000, .1057, 0, 0, 3.0, 3, 13, 0, 5.42, , N, 1.62, .23, .041, 1, 9, 4, 6.18, , N, 1.44, .22, .005, 1
DANDRUFF, YUCK, YES, 153, 3, .020, 0.000, 0.0000, .0002, 0, 0, 1.0, 1, 13, 0, 5.42, , N, 1.62, .23, .041, 1, 15, 0, ¥, , I, 2.07, .43, .019, 1
DANDRUFF, DIRTY, YES, 153, 2, .013, 0.000, .0010, 0.0000, 2, 0, 0.0, 0, 13, 0, 5.42, , N, 1.62, .23, .041, 1, 15, 36, 4.08, , AJ, .64, .36, .239, 1
DANDRUFF, HEAD, YES, 153, 2, .013, 0.000, .0310, .0498, 4, 0, 1.0, 0, 13, 0, 5.42, , N, 1.62, .23, .041, 1, 15, 424, 5.98, N, N, .87, .60, .079, 1
DANDRUFF, ITCH, YES, 153, 2, .013, 0.000, .0070, .0112, 2, 0, 2.0, 1, 13, 0, 5.42, , N, 1.62, .23, .041, 1, 4, 5, 4.84, , N, .50, .50, .308, 1
DANDRUFF, LICE, YES, 153, 2, .013, 0.000, .0030, .1015, 2, 0, 3.0, 2, 13, 0, 5.42, , N, 1.62, .23, .041, 1, 9, 2, 6.36, , N, 1.11, .11, .004, 1
DANDRUFF, SCRATCH, YES, 153, 2, .013, 0.000, .0110, .0047, 1, 0, 1.0, 0, 13, 0, 5.42, , N, 1.62, .23, .041, 1, 13, 9, 5.31, T, V, 1.67, .42, .312, 1
DANDRUFF, SNOW, YES, 153, 2, .013, 0.000, .0540, .0226, 2, 0, 1.0, 0, 13, 0, 5.42, , N, 1.62, .23, .041, 1, 14, 59, 6.05, , N, .85, .62, .060, 1
DANGER, SCARY, YES, 146, 11, .075, 0.000, 0.0000, .0016, 0, 1, 1.0, 1, 23, 70, 3.68, , N, 1.18, .41, .029, 1, 13, 2, 2.59, , AJ, 2.73, .55, .064, 1
DANGER, FEAR, YES, 146, 7, .048, 0.000, .0030, .0002, 2, 1, 1.0, 1, 23, 70, 3.68, , N, 1.18, .41, .029, 1, 17, 127, 3.22, , N, 1.40, .67, .050, 1
DANGER, FIRE, YES, 146, 7, .048, .018, .0020, .0008, 2, 1, 1.0, 1, 23, 70, 3.68, , N, 1.18, .41, .029, 1, 18, 187, 6.13, N, N, 2.06, .63, .062, 1
DANGER, TROUBLE, YES, 146, 7, .048, .027, 0.0000, .0030, 0, 1, 2.0, 2, 23, 70, 3.68, , N, 1.18, .41, .029, 1, 18, 134, 2.25, , N, 1.28, .28, .009, 1
DANGER, CAUTION, YES, 146, 6, .041, .174, .0030, .0052, 1, 1, 3.0, 2, 23, 70, 3.68, , N, 1.18, .41, .029, 1, 14, 19, 3.15, , N, 1.57, .36, .026, 1
DANGER, DEATH, YES, 146, 6, .041, 0.000, .0010, 0.0000, 1, 1, 0.0, 0, 23, 70, 3.68, , N, 1.18, .41, .029, 1, 15, 277, 3.86, , N, 1.85, .69, .170, 1
DANGER, SAFE, YES, 146, 6, .041, .142, .0010, 0.0000, 1, 1, 0.0, 0, 23, 70, 3.68, , N, 1.18, .41, .029, 1, 21, 58, 3.
